fold,group_id,group_size,baseline_rmse,rmse_permuted,delta
2,corr_6196007373,3,59.73428066529634,65.63890785278137,5.904627187485033
2,corr_6296024613,1,59.73428066529634,60.39553778602914,0.6612571207327989
2,corr_6339531555,1,59.73428066529634,59.9052440502306,0.1709633849342609
2,corr_6758112138,1,59.73428066529634,59.539278033295034,-0.1950026320013052
2,corr_6816881002,1,59.73428066529634,59.541579192126356,-0.19270147316998276
2,corr_6978208519,1,59.73428066529634,59.32741078794593,-0.4068698773504096
2,corr_7206706905,1,59.73428066529634,59.230397306816656,-0.5038833584796834
2,corr_8068499262,1,59.73428066529634,59.66143863318621,-0.07284203211013107
2,corr_8176627145,1,59.73428066529634,59.34598187907882,-0.38829878621751845
2,corr_8258561280,1,59.73428066529634,59.67217143274146,-0.062109232554881544
2,corr_8634248168,4,59.73428066529634,60.64143389993429,0.9071532346379527
2,corr_8639525639,1,59.73428066529634,59.532345029037465,-0.20193563625887379
2,corr_9128207942,1,59.73428066529634,59.753392212831294,0.01911154753495481
2,corr_9340067769,2,59.73428066529634,59.14041099443144,-0.5938696708648976
2,corr_9476414212,1,59.73428066529634,59.56712845567301,-0.16715220962333177
2,corr_9625579007,1,59.73428066529634,59.72448089352234,-0.0097997717739986
2,corr_9810209215,1,59.73428066529634,59.54256310255034,-0.19171756274599971
2,corr_9826885691,1,59.73428066529634,59.84908172127961,0.11480105598327128
2,corr_9954955942,1,59.73428066529634,60.21376752749813,0.4794868622017887
2,corr_9989339831,1,59.73428066529634,59.785035952315184,0.0507552870188448
3,corr_0236486778,1,132.66086913973479,136.29828662368635,3.637417483951566
3,corr_0483385472,1,132.66086913973479,132.66483576987397,0.003966630139188965
3,corr_0886650671,4,132.66086913973479,120.06843257655399,-12.592436563180797
3,corr_1192924449,1,132.66086913973479,128.15352206439857,-4.507347075336213
3,corr_1343014976,2,132.66086913973479,140.33252597849346,7.671656838758679
3,corr_1357953899,1,132.66086913973479,131.6930167627853,-0.9678523769494802
3,corr_1415424846,1,132.66086913973479,129.45819037232667,-3.2026787674081163
3,corr_1623867630,1,132.66086913973479,132.77678330315018,0.11591416341539684
3,corr_2275077728,1,132.66086913973479,124.36287530182523,-8.297993837909559
3,corr_2509418395,1,132.66086913973479,176.32712946063342,43.66626032089863
3,corr_2560062090,1,132.66086913973479,132.38128792638003,-0.27958121335475994
